Bidang,Major Project,Nama Jabatan/Bidang,Jenis Jabatan,Tugas,Level Competency Permenpan 38 Tahun 2017,Level Competency SKKNI,,,,,,,,,,,,,,,,,
Industri,12 Kawasan industri di luar Jawa dan 31 Smelter,Bidang Perindustrian,JPT,"Memimpin, merumuskan kebijakan teknis operasional, mengkoordinasikan, melaksanakan kerjasama dan mengendalikan pelaksanaan urusan pemerintahan bidang perindustrian, perdagangan dan yang meliputi kesekretariatan, industri agro, industry non agro, perdagangan, pengembangan usaha perdagangan, pengelolaan pasar, unit pelaksana teknis dan kelompok jabatan fungsional",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri,13 Kawasan industri di luar Jawa dan 31 Smelter,Bidang Perdagangan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang perdagangan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri,14 Kawasan industri di luar Jawa dan 31 Smelter,"bidang Koperasi, usaha kecil dan menengah",JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Koperasi, usaha kecil dan menengah.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri,15 Kawasan industri di luar Jawa dan 31 Smelter,Bidang Penanaman Modal,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang penanaman modal.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri,16 Kawasan industri di luar Jawa dan 31 Smelter,Bidang Pengolahan dan Bina Mutu,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang pengolahan dan pembinaan mutu
 meliputi standardisasi, industri skala mikro, kecil,
 menengah, dan besar, serta diversifikasi hasil kelautan dan
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri,17 Kawasan industri di luar Jawa dan 31 Smelter,Bidang Tenaga Kerja,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang tenaga kerja.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Manajer hubungan industrial,Future Job,"Mengatur, merencanakan dan mengkoordinir kebijakan yang berhubungan dengan kegiatan hubungan industrial perusahaan atau organisasi serta bertugas mengadakan konsultasi dengan manajer dari departemen atau bagian lain",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Penyuluh Pertanian,JF,"melaksanakan kegiatan penyuluhan, evaluasi dan pengembangan metode penyuluhan pertanian",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Analis Pasar Hasil Pertanian,JF,"Menyiapkan, melaksanakan, mengkaji kebijakan dan mengembangkan pelayanan di bidang analisis pasar hasil pertanian",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Pengawas Mutu Hasil Pertanian,JF,Melakukan pengawasan dan pengujian mutu hasil pertanian serta pengembangan sistem pengawasan dan pengujian,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Pengawas Mutu Hasil Pertanian,JF,Melakukan pengawasan dan pengujian mutu hasil pertanian serta pengembangan sistem pengawasan dan pengujian,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Perindustrian,JPT,"Memimpin, merumuskan kebijakan teknis operasional, mengkoordinasikan, melaksanakan kerjasama dan mengendalikan pelaksanaan urusan pemerintahan bidang perindustrian, perdagangan dan yang meliputi kesekretariatan, industri agro, industry non agro, perdagangan, pengembangan usaha perdagangan, pengelolaan pasar, unit pelaksana teknis dan kelompok jabatan fungsional",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Perdagangan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang perdagangan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,"Bidang Koperasi, usaha kecil dan menengah",JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Koperasi, usaha kecil dan menengah.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Penanaman Modal,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang penanaman modal.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Tenaga Kerja,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang tenaga kerja.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Perlindungan dan Kemudahan Usaha Mikro,JPT,"melaksanakan penyiapan perumusan kebijakan, koordinasi dan sinkronisasi pelaksanaan kebijakan, pemantauan, analisis, evaluasi, dan pelaporan di bidang perlindungan usaha dan kemudahan usaha mikro, serta penyiapan penyusunan norma, standar, prosedur, kriteria, dan pemberian bimbingan teknis dan supervisi di bidang pemberdayaan usaha mikro",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Pengembangan Kawasan dan Rantai Pasok Usaha Kecil Menengah,JPT,"melaksanakan penyiapan perumusan kebijakan, koordinasi dan sinkronisasi pelaksanaan kebijakan, serta pemantauan, analisis, evaluasi, dan pelaporan di bidang penguatan substitusi impor, peningkatan mutu dan kapasitas produk usaha, serta pengembangan kawasan dan rantai pasok usaha kecil dan menengah.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Pembiayaan dan Investasi Usaha Kecil Menengah,JPT,"penyiapan perumusan
 kebijakan, koordinasi dan sinkronisasi pelaksanaan
 kebijakan, serta pemantauan, analisis, evaluasi, dan
 pelaporan di bidang pembiayaan dan penjaminan serta
 investasi usaha kecil dan menengah",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Pengembangan Teknologi Informasi Usaha dan Inkubasi Wirausaha,JPT,"melaksanakan penyiapan perumusan kebijakan, koordinasi dan sinkronisasi pelaksanaan kebijakan, pemantauan, analisis, evaluasi, dan pelaporan di bidang pengembangan teknologi informasi usaha dan pengembangan inkubasi wirausaha, serta penyiapan penyusunan norma, standar, prosedur, kriteria, dan pemberian bimbingan teknis dan supervisi di bidang penyelenggaraan inkubator wirausaha.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,"Bidang Pemetaan Data, Analisis dan Pengkajian Usaha",JPT,"melaksanakan penyiapan
 perumusan kebijakan, koordinasi dan sinkronisasi
 pelaksanaan kebijakan, serta pemantauan, analisis, evaluasi,
 dan pelaporan di bidang pemetaan potensi kewirausahaan
 nasional serta pemetaan data, analisis dan pengkajian usaha.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Pengawasan Sumber Daya Kelautan dan Perikanan,JPT,"menyelenggarakan perumusan
 dan pelaksanaan kebijakan di bidang pengawasan
 pengelolaan sumber daya kelautan dan perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Usaha dan Investasi,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi dan
 pelaporan di bidang peningkatan keberlanjutan usaha dan
 investasi meliputi pemetaan dan peluang investasi, pelayanan
 dan kemitraan usaha, akses permodalan, serta
 kewirausahaan dan kelembagaan usaha kelautan dan
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Industri/Koperasi,Penguatan Jaminan Usaha Serta 350 Korporasi Petani dan Nelayan,Bidang Pengolahan dan Bina Mutu,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang pengolahan dan pembinaan mutu
 meliputi standardisasi, industri skala mikro, kecil,
 menengah, dan besar, serta diversifikasi hasil kelautan dan
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Energi,Pembangunan Energi Terbarukan Green Fuel Berbasis Kelapa Sawit,Ahli Energi Baru Terbarukan,Future Job,"melaksanakan penyiapan bahan perumusan kebijakan, koordinasi, pembinaan, bimbingan, pengendalian serta pengembangan teknis di bidang energi baru terbarukan dan konservasi energi",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
,,Analis Pasar Hasil Pertanian,JF,"Menyiapkan, melaksanakan, mengkaji kebijakan dan mengembangkan pelayanan di bidang analisis pasar hasil pertanian",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
,,Bidang Energi dan Sumber Daya Mineral,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang energi dan sumber daya mineral",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Perkebunan dan Peternakan,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang perkebunan dan peternakan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Analis Akuakultur,JF,"melaksanakan Analisis dan Pengelolaan Perikanan Budidaya yang meliputi persiapan, pelaksanaan, evaluasi dan rekomendasi.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang pangan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pangan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang kelautan dan perikanan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang kelautan dan perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Pertanian,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pertanian.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Sumber Daya Air,JPT,enyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengelolaan sumber daya air sesuai dengan ketentuan peraturan perudang-undangan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Sistem dan Strategi Pengelolaan Sumber Daya Air,JPT,menyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengelolaan sumber daya air sesuai dengan ketentuan peraturan perudang-undangan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Kepatuhan Intern,JPT,"Melaksanakan penyusunan kebijakan teknis kerangka kerja, pembinaan, pengendalian, pemantauan, evaluasi, dan pelaporan kepatuhan intern dan manajemen risiko",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Tangkap,JPT,"menyelenggarakan perumusan dan pelaksanaan kebijakan di
 bidang pengelolaan perikanan tangkap",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Pengelolaan Sumber Daya Ikan,JPT,"perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, serta evaluasi dan pelaporan di bidang pengelolaan sumber daya ikan yang berkelanjutan di perairan darat, laut pedalaman, teritorial dan perairan kepulauan, Zona Ekonomi Ekslusif Indonesia (ZEEI) dan laut lepas, serta pemantauan dan analisis pengelolaan sumber daya ikan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Kapal Perikanan dan Alat Penangkap Ikan,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, serta evaluasi dan pelaporan di bidang kapal perikanan, alat penangkapan ikan, pengawakan kapal
 perikanan, serta permesinan dan operasional kapal
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Budidaya,JPT,"menyelenggarakan perumusan dan pelaksanaan kebijakan
 di bidang pengelolaan perikanan budidaya.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Kawasan dan Kesehatan Ikan,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, serta evaluasi dan pelaporan di bidang sarana dan prasarana kawasan, penataan kawasan, hama dan penyakit ikan, residu dan laboratorium.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perbenihan,JPT,"melaksanakan
 perumusan dan pelaksanaan kebijakan, penyusunan
 norma, standar, prosedur, dan kriteria, pemberian
 bimbingan teknis dan supervisi, serta evaluasi dan
 pelaporan di bidang induk, perbenihan ikan air tawar,
 perbenihan ikan air payau dan perbenihan ikan laut.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Pakan dan Obat Ikan,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang bahan baku pakan, pakan buatan,
 peredaran pakan dan obat ikan dan penerapan cara
 pembuatan pakan ikan dan obat ikan yang baik.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Usaha Budidaya,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang produksi ikan konsumsi, ikan hias,
 pengembangan usaha, dan pelayanan usaha perikanan
 budidaya.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Budidaya Air Tawar,JPT,"melaksanakan uji terap teknik dan kerja sama, pengelolaan produksi, pengujian laboratorium, mutu pakan, residu, kesehatan ikan dan lingkungan, bimbingan teknis, dan pengelolaan sistem informasi dibidang perikanan budidaya air tawar.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Budidaya Air Payau,JPT,"melaksanakan uji terap teknik dan kerja sama, pengelolaan
 produksi, pengujian laboratorium, mutu pakan, residu,
 kesehatan ikan dan lingkungan, bimbingan teknis, dan
 pengelolaan sistem informasi dibidang perikanan budidaya
 air payau.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Budidaya Laut,JPT,"melaksanakan uji terap teknik dan kerja sama, pengelolaan
 produksi, pengujian laboratorium, mutu pakan, residu,
 kesehatan ikan dan lingkungan, bimbingan teknis, dan
 pengelolaan sistem informasi dibidang perikanan budidaya
 laut.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Pengolahan dan Bina Mutu,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan,
 penyusunan norma, standar, prosedur, dan kriteria,
 pemberian bimbingan teknis dan supervisi, serta evaluasi
 dan pelaporan di bidang pengolahan dan pembinaan mutu
 meliputi standardisasi, industri skala mikro, kecil,
 menengah, dan besar, serta diversifikasi hasil kelautan dan
 perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Kepelabuhan Perikanan,JPT,"Melaksanakan pengelolaan dan pelayanan pemanfaatan sumber daya ikan, serta keselamatan operasional kapal perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Penangkapan Ikan,JPT,"Melaksanakan uji terap, penyebarluasan, teknologi pemanfaatan sumber daya ikan, pelayanan dan kerja sama teknis, pengujian dan sertifikasi, bimbingan teknis, dan pengelolaan sistem informasi di bidang penangkapan ikan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Revitalisasi Tambak di Kawasan Sentra Produksi Udang dan Bandeng,Bidang Perikanan Samudera,JPT,"Melaksanakan pengelolaan dan pelayanan pemanfaatan sumber daya ikan, serta keselamatan operasional kapal perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang pangan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pangan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang kelautan dan perikanan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang kelautan dan perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pertanian,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pertanian.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pengawasan Sumber Daya Kelautan dan Perikanan,JPT,menyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengawasan pengelolaan sumber daya kelautan dan perikanan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pemantauan dan Operasi Armada,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, serta evaluasi dan pelaporan di bidang pemantauan dan operasi armada.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Perikanan,Integrasi Pelabuhan Perikanan dan Fish Market Bertaraf Internasional,Bidang Pengawasan Pengelolaan Sumber Daya Perikanan,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi serta evaluasi dan pelaporan di bidang
 pengawasan pengelolaan sumber daya perikanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
